'sample #','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
16430,297,390,94,-344,103,242,-57,6,96,132,203,160,295,104,-103
16431,305,394,91,-350,107,242,-59,9,106,139,209,162,298,106,-109
16432,298,396,99,-348,100,248,-66,5,98,133,202,157,297,105,-112
16433,285,401,117,-343,85,258,-68,6,99,134,204,165,298,122,-110
16434,275,398,124,-337,76,261,-62,7,106,140,207,177,301,126,-109
16435,273,398,127,-336,73,263,-58,6,100,138,205,174,298,105,-108
16436,263,399,137,-331,63,268,-61,5,99,139,205,171,298,102,-109
16437,251,396,146,-324,53,271,-66,-2,94,131,199,167,297,104,-110
16438,266,404,138,-336,64,271,-72,-12,83,122,191,165,299,119,-108
16439,268,413,145,-341,62,279,-72,-8,86,129,197,168,299,129,-104
16440,264,420,157,-342,54,288,-72,-5,95,134,203,172,297,124,-110
16441,256,416,161,-337,48,289,-71,-12,93,135,204,172,295,125,-109
16442,251,410,160,-331,47,285,-71,-17,85,130,202,162,289,123,-108
16443,267,408,142,-338,63,275,-71,-15,85,129,200,171,293,122,-109
16444,276,412,137,-344,70,274,-76,-20,89,130,201,178,297,132,-109
16445,304,414,112,-360,96,263,-88,-38,78,121,193,169,296,133,-106
16446,288,405,118,-347,86,261,-79,-30,81,128,202,177,304,111,-104
16447,252,393,142,-323,55,268,-79,-30,82,132,206,182,303,105,-105
16448,267,396,130,-332,69,264,-86,-35,75,130,206,183,305,110,-105
16449,273,399,127,-337,73,264,-81,-24,82,140,209,184,304,115,-109
16450,258,401,144,-330,57,273,-70,-21,94,151,216,190,300,128,-107
16451,258,418,161,-339,49,289,-60,-11,104,160,234,209,307,131,-111
16452,267,417,152,-343,58,285,-64,-15,97,157,229,206,308,144,-112
16453,285,440,156,-363,65,298,-69,-24,88,156,230,204,313,144,-108
16454,291,453,163,-372,64,308,-70,-20,89,160,237,204,311,131,-109
16455,249,449,201,-349,24,325,-55,-9,102,174,254,217,300,130,-112
16456,230,439,211,-335,10,325,-58,-19,97,172,254,222,300,127,-117
16457,204,400,197,-302,4,298,-85,-43,74,149,231,199,304,130,-112
16458,177,388,212,-283,-17,300,-97,-55,64,139,223,191,305,161,-111
16459,219,402,184,-311,18,293,-103,-64,51,131,216,185,305,168,-115
16460,290,464,175,-377,58,319,-94,-50,62,144,228,200,306,154,-116
16461,290,483,194,-387,48,338,-85,-46,72,155,239,210,309,163,-110
16462,231,428,199,-330,16,313,-99,-57,57,144,229,198,306,169,-113
16463,229,424,196,-327,17,310,-97,-59,55,144,228,200,303,158,-116
16464,236,446,211,-342,13,329,-86,-53,65,154,239,210,306,158,-111
16465,237,438,202,-338,18,320,-94,-57,55,148,234,206,310,158,-113
16466,240,416,177,-328,32,296,-109,-74,43,135,223,194,306,153,-117
16467,239,431,193,-336,23,312,-112,-66,55,148,237,208,304,163,-117
16468,284,472,189,-378,48,330,-88,-51,63,164,253,227,306,170,-116
16469,297,466,170,-382,64,318,-84,-58,58,156,249,219,308,178,-122
16470,259,450,192,-355,34,321,-87,-57,60,158,253,220,308,148,-119
16471,222,436,214,-330,4,325,-90,-61,56,157,249,219,311,144,-121
16472,255,455,200,-355,28,328,-95,-70,48,151,245,215,312,165,-121
16473,331,532,202,-432,65,367,-77,-54,66,167,271,231,308,169,-121
16474,270,484,215,-377,28,349,-93,-66,53,158,258,220,311,162,-122
16475,194,418,225,-306,-15,321,-112,-87,27,134,236,204,315,162,-117
16476,201,429,229,-316,-14,329,-120,-90,23,131,234,203,314,191,-119
16477,227,456,230,-342,-1,343,-117,-89,30,137,239,208,314,200,-120
16478,246,487,242,-367,3,365,-104,-82,38,145,250,218,315,198,-119
16479,231,476,246,-354,-7,361,-104,-86,35,145,250,219,321,183,-118
16480,261,506,247,-384,8,377,-98,-82,41,152,261,228,322,172,-122
16481,268,520,253,-394,7,387,-99,-82,39,150,262,231,317,177,-118
16482,236,485,250,-361,-6,367,-106,-93,33,145,256,221,318,203,-119
16483,237,473,237,-356,0,355,-118,-100,33,147,258,221,318,203,-122
16484,239,472,234,-356,3,353,-118,-102,27,141,257,222,316,184,-119
16485,245,472,229,-359,8,351,-113,-102,20,139,256,221,324,181,-119
16486,232,450,219,-342,7,334,-126,-106,13,135,249,217,325,180,-121
16487,217,433,217,-326,1,325,-130,-107,12,135,249,213,322,188,-124
16488,200,432,234,-317,-16,333,-124,-107,15,142,260,223,322,175,-123
16489,207,433,228,-320,-10,330,-124,-110,17,144,258,224,323,166,-123
16490,251,441,191,-347,31,316,-130,-116,11,136,250,215,323,172,-123
16491,265,453,189,-360,38,321,-131,-116,13,139,254,222,321,178,-127
16492,255,457,203,-356,26,330,-135,-119,14,140,254,220,318,174,-128
16493,240,462,223,-351,9,342,-137,-121,14,139,258,210,314,179,-126
16494,225,474,250,-350,-13,362,-122,-108,24,154,267,234,318,193,-125
16495,233,481,249,-357,-8,365,-123,-112,24,159,267,242,322,193,-122
16496,245,490,246,-368,0,368,-124,-113,28,160,271,238,320,185,-127
16497,233,487,255,-361,-11,371,-121,-114,24,156,264,240,318,191,-125
16498,233,490,257,-362,-12,374,-122,-118,17,150,261,238,318,194,-124
16499,244,501,258,-373,-6,379,-114,-112,23,158,273,249,322,187,-125
16500,260,508,249,-385,6,378,-115,-113,22,159,274,250,323,196,-126
16501,283,527,244,-406,20,385,-114,-113,26,162,278,254,322,196,-126
16502,301,534,234,-418,34,384,-109,-108,30,169,284,258,323,192,-125
16503,266,491,226,-379,20,358,-120,-127,12,155,274,243,324,190,-125
16504,229,455,226,-343,2,341,-134,-143,-3,140,267,231,324,189,-121
16505,257,470,214,-364,22,342,-131,-135,3,146,272,234,322,189,-125
16506,276,483,208,-380,35,345,-125,-135,10,154,281,242,322,182,-128
16507,276,475,200,-376,39,337,-123,-138,10,155,279,238,323,182,-128
16508,257,477,221,-368,19,349,-115,-131,19,166,291,250,323,187,-126
16509,220,476,257,-348,-18,366,-109,-123,32,181,307,266,325,189,-126
16510,239,471,233,-356,4,352,-118,-137,19,170,293,256,324,186,-120
16511,284,489,206,-387,39,348,-122,-140,14,167,292,254,324,186,-118
16512,268,480,213,-374,28,346,-125,-141,14,164,286,247,322,179,-125
16513,239,465,226,-353,7,346,-135,-147,6,162,285,240,323,186,-123
16514,239,468,231,-354,4,349,-130,-146,8,166,290,250,324,198,-128
16515,241,480,240,-361,1,360,-124,-144,12,168,293,264,322,201,-131
16516,246,499,254,-373,-3,376,-128,-137,18,177,304,265,322,219,-130
16517,210,500,291,-355,-40,395,-123,-130,24,185,313,271,321,217,-135
16518,174,501,328,-338,-77,414,-111,-120,34,195,324,286,319,227,-140
16519,138,500,363,-320,-112,432,-102,-117,45,206,335,297,320,237,-141
16520,123,508,386,-316,-131,447,-91,-112,47,210,337,302,319,235,-139
16521,273,543,271,-408,1,407,-116,-140,17,179,311,266,310,234,-144
16522,359,578,221,-469,69,400,-119,-149,13,177,310,269,309,233,-148
16523,294,544,251,-420,23,397,-110,-142,14,177,308,284,318,235,-146
16524,237,480,244,-359,-3,362,-128,-156,1,162,289,259,316,230,-152
16525,220,475,256,-348,-17,365,-135,-158,4,168,291,264,318,253,-157
16526,227,491,265,-360,-18,378,-130,-162,0,170,302,276,322,261,-158
16527,230,502,273,-367,-21,388,-113,-145,15,185,316,286,322,256,-169
16528,281,521,241,-401,21,381,-120,-146,17,185,317,283,321,266,-174
16529,279,533,255,-407,13,394,-114,-140,32,195,330,295,325,274,-177
16530,268,534,268,-402,1,401,-101,-131,42,206,339,306,325,282,-183
16531,272,548,277,-411,-2,413,-93,-133,39,207,342,310,321,299,-192
16532,272,567,296,-420,-11,432,-93,-134,43,211,345,317,321,315,-198
16533,318,588,270,-454,25,429,-103,-152,32,203,339,306,315,315,-201
16534,311,600,291,-456,11,446,-87,-142,38,214,350,314,316,333,-207
16535,326,633,308,-480,9,471,-75,-132,53,229,366,325,322,354,-211
16536,301,631,330,-467,-14,480,-77,-138,57,230,365,324,315,354,-219
16537,247,592,346,-420,-49,469,-93,-152,42,220,355,314,311,356,-226
16538,242,600,359,-421,-58,479,-95,-157,45,223,364,316,304,366,-229
16539,244,621,379,-433,-67,500,-77,-145,59,238,377,330,306,385,-233
16540,270,637,368,-454,-49,502,-74,-143,57,235,377,331,313,390,-236
16541,252,637,386,-445,-66,512,-67,-145,57,232,375,327,304,369,-240
16542,306,697,391,-502,-42,544,-42,-124,79,258,403,355,304,388,-242
16543,303,689,388,-497,-42,538,-42,-122,79,262,406,359,305,402,-244
16544,232,613,383,-423,-75,498,-60,-150,50,233,380,331,304,392,-248
16545,243,614,372,-429,-64,493,-60,-153,43,230,375,327,303,401,-249
16546,241,625,385,-434,-71,505,-56,-146,51,242,380,331,298,404,-256
16547,253,643,391,-448,-68,517,-52,-149,58,245,397,346,301,416,-262
16548,246,644,399,-446,-76,522,-58,-151,58,248,396,349,305,421,-260
16549,234,644,411,-440,-88,528,-54,-144,68,260,402,352,309,395,-258
16550,244,659,417,-452,-86,538,-51,-138,78,269,412,361,315,401,-255
16551,324,700,377,-513,-26,538,-60,-134,77,267,405,355,321,433,-253
16552,346,718,374,-532,-14,546,-79,-141,77,267,407,352,320,434,-253
16553,278,704,427,-491,-74,566,-96,-144,83,274,415,362,321,437,-257
16554,297,723,427,-510,-64,575,-99,-138,92,284,425,369,322,440,-258
16555,228,650,424,-440,-98,537,-139,-171,62,255,397,341,322,427,-248
16556,192,608,416,-401,-112,512,-174,-196,40,237,374,327,330,420,-240
16557,292,696,404,-494,-56,550,-175,-181,62,260,398,350,332,427,-236
16558,277,708,432,-493,-77,570,-196,-186,68,265,408,365,338,432,-226
16559,238,679,442,-459,-102,560,-230,-199,59,263,409,363,346,413,-224
16560,274,676,403,-475,-64,539,-260,-210,44,249,396,354,356,411,-216
16561,264,677,414,-471,-74,546,-257,-201,50,253,401,360,363,409,-198
16562,318,698,381,-508,-31,539,-260,-192,54,258,406,362,368,400,-191
16563,385,685,302,-536,42,494,-292,-222,29,235,379,342,375,383,-178
16564,338,670,332,-505,4,501,-305,-228,30,239,386,343,379,374,-166
16565,330,684,354,-508,-11,519,-307,-219,41,249,400,362,396,390,-155
16566,338,682,345,-511,-3,514,-319,-223,46,253,403,369,409,397,-148
16567,346,677,332,-512,7,505,-321,-226,41,252,403,369,408,391,-143
16568,369,686,317,-528,26,502,-323,-231,38,251,402,371,410,393,-143
16569,410,712,303,-561,54,508,-325,-233,42,255,407,374,410,407,-142
16570,416,714,299,-566,59,507,-318,-232,41,260,410,370,404,405,-141
16571,377,698,322,-538,28,510,-314,-228,44,262,414,376,408,409,-149
16572,378,697,320,-538,29,509,-311,-231,40,253,408,375,411,410,-149
16573,398,693,296,-546,52,494,-326,-253,20,235,391,353,406,411,-150
16574,382,692,311,-537,36,501,-326,-263,2,221,387,351,405,411,-142
16575,365,694,330,-530,18,512,-323,-264,-1,222,392,355,403,404,-135
16576,327,701,375,-515,-23,538,-317,-263,11,237,408,362,397,417,-139
16577,282,700,418,-491,-68,559,-311,-267,13,242,419,376,395,442,-135
16578,299,702,404,-501,-52,553,-325,-283,-4,227,404,379,402,440,-125
16579,274,702,429,-488,-77,566,-322,-274,-2,231,411,380,403,427,-120
16580,272,701,430,-487,-79,566,-336,-278,-5,230,414,380,400,435,-120
16581,295,707,414,-502,-59,561,-336,-291,-21,211,397,370,393,444,-110
16582,278,695,418,-487,-69,556,-322,-289,-23,212,395,366,383,455,-117
16583,316,709,394,-514,-38,552,-325,-300,-29,209,396,369,381,459,-126
16584,329,725,396,-527,-33,561,-321,-302,-34,204,398,368,381,465,-129
16585,304,714,411,-509,-53,562,-321,-301,-35,206,400,370,376,454,-131
16586,330,739,410,-535,-39,575,-314,-293,-25,216,412,383,379,461,-126
16587,320,735,415,-528,-47,575,-307,-281,-15,226,423,392,387,485,-126
16588,336,710,375,-523,-19,542,-328,-296,-29,210,401,379,394,464,-116
16589,370,701,331,-536,20,516,-342,-309,-45,193,380,364,397,440,-100
16590,342,674,333,-508,5,503,-340,-312,-54,186,376,362,394,417,-91
16591,355,682,328,-519,15,505,-337,-305,-44,192,383,372,405,420,-95
16592,353,691,339,-522,8,515,-330,-295,-39,196,385,374,409,420,-94
16593,340,681,341,-511,0,511,-330,-292,-47,188,377,371,412,406,-86
16594,376,680,305,-528,36,493,-333,-292,-48,183,376,360,419,407,-85
16595,392,688,296,-541,49,492,-328,-292,-49,185,377,356,417,412,-86
16596,381,692,312,-537,35,502,-328,-289,-46,190,381,359,415,409,-86
16597,363,683,322,-524,21,503,-325,-293,-49,190,381,356,413,397,-83
16598,361,692,332,-528,15,512,-310,-289,-42,195,385,364,410,398,-90
16599,355,693,339,-524,9,516,-302,-281,-37,198,383,363,406,396,-100
16600,347,691,344,-519,2,517,-298,-281,-43,191,370,358,405,403,-101
16601,331,680,350,-506,-9,515,-291,-280,-46,183,366,349,401,407,-103
16602,316,661,347,-489,-15,504,-281,-276,-42,184,363,346,395,393,-107
16603,302,641,340,-472,-19,490,-269,-273,-45,179,356,345,391,393,-106
16604,296,631,336,-464,-20,483,-261,-272,-47,173,351,334,384,399,-104
16605,292,626,335,-460,-21,481,-258,-265,-36,180,351,330,384,386,-106
16606,287,606,320,-446,-16,463,-263,-266,-44,174,344,325,386,373,-108
16607,275,601,328,-439,-26,464,-255,-268,-49,170,346,325,378,362,-103
16608,262,594,334,-428,-35,464,-246,-266,-53,165,343,325,374,342,-96
16609,234,577,344,-406,-54,460,-237,-263,-59,162,339,318,370,330,-96
16610,179,549,371,-365,-95,460,-219,-251,-56,170,344,321,361,316,-93
16611,296,574,278,-435,10,426,-224,-258,-70,155,322,304,359,306,-101
16612,333,582,251,-458,42,416,-227,-259,-79,143,310,291,359,305,-112
16613,205,514,310,-361,-52,412,-232,-251,-71,144,307,283,361,271,-119
16614,184,483,300,-334,-57,392,-232,-258,-84,133,289,266,358,267,-119
16615,196,494,299,-345,-51,396,-221,-256,-90,131,290,273,358,280,-117
16616,219,523,305,-372,-42,414,-221,-250,-79,139,298,276,361,268,-117
16617,227,536,310,-382,-41,423,-227,-256,-91,126,287,274,356,270,-104
16618,194,516,323,-355,-64,419,-229,-261,-97,121,286,270,351,264,-104
16619,193,522,330,-358,-68,426,-217,-256,-92,129,294,269,349,264,-104
16620,209,530,322,-371,-56,426,-214,-251,-93,123,285,263,345,263,-110
16621,171,495,324,-334,-76,410,-215,-259,-108,111,271,246,340,249,-113
16622,177,497,320,-338,-71,408,-205,-251,-108,113,273,250,342,240,-110
16623,198,511,315,-355,-58,413,-191,-239,-98,119,275,251,341,249,-113
16624,196,510,316,-354,-60,413,-185,-238,-101,117,273,244,332,251,-113
16625,196,496,301,-347,-52,399,-189,-244,-105,110,269,236,326,244,-117
16626,181,463,283,-322,-51,373,-199,-251,-118,98,257,230,327,242,-116
16627,172,458,287,-316,-57,373,-193,-245,-115,98,253,229,328,229,-113
16628,194,476,284,-336,-44,380,-188,-240,-105,108,255,233,333,234,-112
16629,190,476,287,-334,-48,381,-189,-238,-109,111,265,243,331,217,-107
16630,167,472,306,-320,-69,389,-172,-234,-105,110,274,246,324,202,-104
16631,198,476,279,-337,-40,377,-177,-234,-106,112,268,240,324,216,-113
16632,188,475,288,-332,-50,381,-183,-240,-112,108,262,238,325,206,-113
16633,208,516,310,-362,-50,413,-165,-226,-95,118,273,254,330,211,-107
16634,150,498,350,-325,-99,424,-159,-209,-77,133,288,268,332,201,-110
16635,26,418,393,-222,-183,405,-168,-226,-99,118,276,249,323,190,-111
16636,41,402,363,-222,-161,383,-189,-248,-123,94,259,232,323,203,-107
16637,135,446,312,-291,-88,379,-196,-254,-126,88,254,231,328,199,-102
16638,172,457,286,-315,-56,372,-197,-263,-135,81,247,223,327,193,-107
16639,141,437,297,-290,-77,367,-204,-268,-140,78,247,220,324,200,-110
16640,98,442,345,-271,-123,394,-195,-250,-124,97,265,237,324,214,-109
16641,101,442,342,-272,-120,392,-197,-254,-126,93,264,235,323,210,-107
16642,185,448,264,-317,-39,356,-208,-269,-136,77,246,223,327,208,-109
16643,190,450,262,-320,-36,356,-198,-261,-130,87,249,231,328,205,-111
16644,157,450,293,-304,-68,371,-190,-256,-121,96,259,240,326,198,-110
16645,137,447,311,-292,-87,379,-184,-245,-114,104,271,252,330,197,-110
16646,157,440,283,-299,-62,361,-187,-252,-125,92,262,241,328,181,-112
16647,195,429,235,-313,-19,332,-203,-268,-135,76,248,220,324,186,-111
16648,177,420,244,-299,-33,332,-203,-263,-130,82,248,217,320,192,-110
16649,168,427,260,-298,-46,343,-196,-253,-121,92,256,223,319,191,-107
16650,160,417,258,-289,-49,337,-194,-254,-122,92,252,224,318,191,-101
16651,195,418,224,-307,-14,321,-203,-266,-132,83,242,219,322,196,-100
16652,190,430,241,-311,-25,335,-201,-258,-131,84,248,225,326,205,-97
16653,161,425,265,-293,-52,345,-196,-257,-125,86,250,230,327,188,-100
16654,161,428,268,-295,-53,348,-190,-254,-116,93,264,236,329,188,-103
16655,139,432,293,-286,-77,362,-182,-243,-107,100,275,245,325,195,-97
16656,145,436,292,-291,-73,364,-195,-252,-115,95,267,238,324,196,-103
16657,150,446,296,-298,-73,371,-196,-256,-123,87,261,231,320,202,-106
16658,152,447,296,-300,-71,372,-194,-255,-122,85,256,234,320,197,-105
16659,131,429,299,-280,-84,364,-197,-251,-121,86,253,234,321,203,-109
16660,145,431,286,-289,-70,359,-201,-259,-129,79,247,222,320,213,-110
16661,158,432,275,-296,-58,354,-209,-266,-136,75,243,209,318,208,-105
16662,148,423,275,-286,-63,349,-205,-258,-127,78,249,221,325,202,-105
16663,157,427,271,-293,-57,349,-199,-254,-121,86,252,239,332,202,-103
16664,149,418,270,-284,-60,344,-202,-258,-124,82,250,231,326,205,-100
16665,170,416,247,-293,-38,331,-208,-264,-130,78,247,222,328,198,-101
16666,181,422,242,-302,-30,332,-206,-260,-121,84,250,233,334,196,-96
16667,173,420,248,-297,-37,334,-199,-254,-117,89,257,239,334,198,-96
16668,165,413,249,-289,-42,331,-196,-254,-119,92,260,242,335,194,-97
16669,159,405,247,-283,-43,326,-194,-250,-114,90,258,241,334,193,-93
16670,153,405,252,-279,-49,328,-186,-245,-108,95,264,244,328,180,-89
16671,178,403,226,-290,-24,314,-190,-254,-113,92,262,243,330,165,-89
16672,206,414,209,-311,-1,312,-195,-264,-123,82,250,232,328,174,-97
16673,185,430,246,-308,-30,338,-178,-259,-116,88,256,235,323,195,-107
16674,157,428,272,-293,-57,350,-159,-247,-101,99,267,242,321,211,-118
16675,164,469,306,-317,-70,387,-136,-232,-77,120,286,256,312,222,-128
16676,168,481,314,-325,-72,397,-118,-223,-72,126,286,256,303,213,-135
16677,119,426,308,-273,-94,366,-111,-230,-83,109,263,229,286,197,-148
16678,56,386,331,-222,-137,359,-89,-228,-92,89,244,206,270,194,-152
16679,23,369,347,-197,-161,358,-53,-212,-102,72,225,191,256,186,-147
16680,11,355,346,-183,-167,350,-8,-187,-104,55,207,169,233,168,-152
16681,-27,319,346,-147,-186,332,43,-155,-113,32,187,143,205,139,-152
16682,-61,268,330,-104,-195,299,95,-113,-119,4,153,123,183,103,-144
16683,-7,274,282,-134,-144,278,151,-55,-112,-18,127,96,158,75,-134
16684,13,257,245,-136,-116,252,196,-12,-124,-49,95,61,132,19,-121
16685,-67,157,225,-45,-146,191,224,9,-152,-96,45,23,118,-31,-114
16686,-117,88,205,15,-160,146,272,63,-140,-117,11,-13,100,-54,-122
16687,-109,71,181,19,-145,126,337,148,-98,-108,0,-28,84,-81,-130
16688,-130,42,172,44,-150,107,398,225,-44,-91,-9,-44,70,-109,-146
16689,-139,25,164,57,-151,94,459,299,21,-61,-11,-56,61,-148,-169
16690,-133,9,142,62,-137,75,506,386,107,-12,-2,-63,63,-179,-183
16691,-181,-68,114,124,-147,22,543,467,193,25,-15,-90,67,-189,-206
16692,-156,-68,88,112,-121,10,619,586,295,67,-17,-100,67,-191,-226
16693,-100,-53,47,77,-73,-4,686,734,425,123,-13,-110,66,-219,-249
16694,-59,-72,-12,65,-23,-42,701,835,539,184,-4,-118,85,-252,-265
16695,-38,-83,-45,60,4,-64,715,916,637,246,15,-119,108,-277,-275
16696,-23,-126,-103,75,41,-115,738,1019,735,285,5,-138,123,-322,-285
16697,-15,-151,-136,83,61,-144,757,1124,850,339,17,-128,151,-343,-284
16698,18,-145,-163,63,91,-154,748,1230,1003,436,55,-114,190,-335,-302
16699,129,-116,-245,-7,188,-181,758,1362,1165,529,82,-109,229,-352,-320
16700,215,-108,-323,-53,269,-216,749,1459,1287,604,111,-93,276,-387,-323
16701,287,-125,-412,-81,350,-269,744,1593,1485,721,144,-89,320,-427,-337
16702,347,-138,-485,-105,416,-312,785,1760,1736,867,181,-79,360,-455,-367
16703,422,-128,-550,-147,486,-340,781,1883,1952,1008,230,-55,412,-461,-392
16704,493,-115,-608,-189,551,-362,779,2013,2164,1135,271,-36,464,-457,-404
16705,571,-105,-676,-233,624,-391,749,2104,2339,1247,310,-6,523,-465,-407
16706,689,-85,-774,-302,732,-430,688,2181,2520,1373,355,25,594,-484,-407
16707,784,-69,-853,-357,819,-462,643,2258,2692,1496,401,58,663,-498,-412
16708,880,-52,-932,-414,907,-493,573,2280,2839,1613,451,96,736,-496,-411
16709,979,-9,-989,-485,984,-500,509,2313,3040,1768,514,145,807,-469,-424
16710,1056,22,-1034,-539,1046,-507,467,2339,3184,1865,549,181,852,-458,-426
16711,1092,21,-1072,-556,1083,-526,427,2324,3228,1878,544,191,870,-471,-398
16712,1128,35,-1093,-581,1111,-530,368,2299,3289,1902,548,207,892,-458,-378
16713,1192,72,-1120,-632,1157,-525,284,2215,3306,1904,546,219,914,-429,-359
16714,1231,113,-1118,-671,1175,-503,191,2074,3278,1921,560,243,930,-398,-348
16715,1220,154,-1066,-687,1143,-456,106,1914,3236,1930,583,279,947,-347,-331
16716,1204,201,-1002,-703,1104,-401,-5,1675,3099,1872,594,316,958,-286,-288
16717,1202,243,-957,-723,1080,-357,-117,1419,2916,1791,594,349,959,-233,-242
16718,1190,266,-923,-729,1057,-328,-202,1214,2723,1683,568,365,954,-217,-182
16719,1183,276,-906,-730,1045,-315,-280,1008,2517,1561,529,367,938,-211,-116
16720,1135,274,-861,-705,998,-294,-327,799,2281,1399,473,362,901,-184,-49
16721,1110,258,-850,-684,980,-296,-416,455,1840,1128,380,333,844,-166,51
16722,1095,241,-854,-669,975,-306,-513,23,1256,813,285,300,774,-139,157
16723,962,205,-756,-584,860,-276,-533,-306,685,469,193,281,684,-135,264
16724,899,165,-733,-533,817,-284,-545,-520,187,104,78,241,602,-148,375
16725,917,84,-833,-501,876,-375,-559,-686,-294,-289,-83,154,519,-186,506
16726,850,-8,-858,-421,854,-433,-533,-812,-678,-604,-218,86,433,-241,618
16727,785,-77,-863,-354,825,-470,-502,-875,-909,-800,-299,49,371,-293,699
16728,790,-136,-925,-327,858,-531,-495,-923,-1112,-979,-385,0,322,-344,765
16729,797,-155,-952,-321,875,-554,-502,-955,-1201,-1057,-422,-15,300,-348,791
16730,775,-198,-973,-288,874,-586,-490,-940,-1188,-1063,-438,-23,292,-371,818
16731,802,-233,-1035,-284,919,-635,-476,-935,-1203,-1085,-478,-53,275,-402,833
16732,798,-288,-1086,-255,942,-687,-448,-953,-1273,-1155,-549,-110,234,-436,860
16733,749,-344,-1093,-203,922,-719,-381,-951,-1327,-1211,-609,-159,189,-464,874
16734,735,-406,-1141,-164,939,-775,-329,-942,-1389,-1267,-672,-215,150,-509,893
16735,716,-490,-1206,-113,962,-849,-271,-904,-1450,-1342,-751,-287,113,-582,936
16736,683,-523,-1206,-80,945,-865,-205,-861,-1491,-1376,-782,-315,82,-625,953
16737,654,-516,-1170,-69,912,-844,-158,-834,-1528,-1401,-792,-320,49,-614,954
16738,659,-504,-1163,-77,911,-834,-119,-804,-1565,-1431,-810,-340,21,-593,956
16739,619,-546,-1164,-36,892,-855,-61,-781,-1606,-1469,-851,-381,-13,-597,961
16740,530,-575,-1105,23,818,-841,3,-743,-1597,-1467,-869,-411,-45,-576,932
16741,422,-624,-1046,101,735,-836,38,-708,-1585,-1455,-870,-434,-65,-562,896
16742,398,-605,-1003,103,701,-805,99,-650,-1538,-1415,-851,-426,-82,-531,849
16743,420,-514,-934,47,678,-725,182,-579,-1467,-1344,-807,-397,-105,-471,787
16744,380,-500,-880,60,630,-690,252,-539,-1445,-1321,-789,-395,-122,-427,755
16745,381,-466,-847,42,615,-657,319,-471,-1405,-1297,-773,-390,-137,-397,729
16746,391,-425,-816,17,604,-621,389,-401,-1364,-1266,-756,-380,-155,-376,694
16747,330,-431,-762,50,546,-597,470,-329,-1312,-1226,-735,-375,-167,-340,644
16748,252,-450,-702,99,477,-576,534,-267,-1248,-1179,-711,-377,-170,-279,579
16749,225,-391,-616,83,421,-504,627,-195,-1160,-1102,-660,-349,-175,-224,500
16750,186,-312,-499,63,343,-406,761,-90,-1041,-1001,-588,-307,-193,-167,402
16751,101,-288,-389,93,246,-339,873,-14,-958,-929,-543,-288,-201,-101,313
16752,-6,-283,-277,145,136,-281,962,24,-930,-894,-517,-283,-225,-61,253
16753,-66,-283,-218,174,76,-251,1061,70,-929,-883,-507,-289,-246,-32,208
16754,-86,-259,-173,173,44,-217,1180,161,-883,-846,-481,-279,-256,-17,156
16755,-140,-259,-119,200,-10,-190,1294,238,-848,-818,-464,-276,-272,-17,114
16756,-206,-267,-61,236,-72,-165,1389,273,-851,-812,-456,-280,-286,1,79
16757,-261,-255,6,258,-133,-125,1492,310,-849,-808,-444,-283,-316,19,44
16758,-307,-268,39,287,-172,-115,1601,360,-847,-802,-442,-294,-336,10,25
16759,-340,-269,71,304,-205,-100,1646,375,-847,-786,-421,-285,-334,14,5
16760,-368,-266,102,317,-235,-83,1711,393,-836,-774,-409,-274,-329,30,-20
16761,-410,-255,155,333,-282,-51,1773,399,-824,-751,-388,-263,-334,33,-58
16762,-414,-198,216,306,-315,8,1773,353,-818,-713,-343,-234,-343,69,-98
16763,-452,-168,284,310,-367,57,1818,331,-804,-674,-305,-212,-352,96,-149
16764,-515,-160,354,337,-434,97,1801,289,-802,-647,-272,-196,-352,106,-206
16765,-558,-181,377,370,-467,98,1806,234,-813,-640,-268,-197,-360,137,-249
16766,-570,-164,405,367,-487,120,1848,220,-802,-613,-252,-180,-364,162,-294
16767,-555,-129,426,342,-490,148,1852,204,-767,-572,-221,-156,-356,176,-335
16768,-566,-127,438,347,-501,155,1929,200,-744,-550,-210,-153,-361,178,-373
16769,-613,-124,489,368,-551,182,1994,183,-739,-532,-188,-137,-364,175,-400
16770,-702,-155,547,428,-624,195,2040,146,-730,-513,-168,-130,-368,183,-434
16771,-705,-133,571,419,-637,219,2086,138,-710,-485,-151,-119,-369,210,-470
16772,-730,-110,620,420,-675,255,2124,116,-704,-468,-131,-105,-374,221,-492
16773,-779,-113,666,446,-722,276,2161,77,-720,-470,-124,-106,-383,237,-514
16774,-780,-101,678,440,-728,288,2195,54,-744,-478,-123,-104,-391,252,-527
16775,-803,-102,701,453,-752,299,2214,36,-764,-483,-115,-98,-396,250,-528
16776,-806,-99,707,453,-756,303,2201,18,-777,-485,-108,-96,-389,237,-510
16777,-807,-108,699,457,-753,295,2162,-16,-802,-499,-115,-99,-377,212,-483
16778,-775,-110,666,443,-720,278,2097,-44,-824,-509,-120,-103,-360,198,-457
16779,-734,-93,640,414,-687,273,2053,-42,-820,-498,-112,-96,-338,203,-431
16780,-743,-100,643,421,-693,271,2001,-47,-827,-497,-110,-89,-318,214,-401
16781,-749,-104,645,427,-697,270,1913,-66,-843,-502,-107,-87,-302,203,-370
16782,-710,-86,624,398,-666,268,1779,-76,-833,-485,-91,-70,-271,187,-338
