'sample #','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
6020,-2596,-4651,-2055,3623,-269,-3353,-428,1452,1391,555,-150,-1397,-925,-1132,-301
6021,-2608,-4666,-2058,3637,-274,-3362,-427,1427,1349,514,-174,-1405,-919,-1141,-293
6022,-2617,-4691,-2074,3654,-271,-3382,-441,1391,1301,468,-201,-1421,-905,-1154,-282
6023,-2636,-4708,-2073,3672,-281,-3390,-447,1359,1261,429,-222,-1433,-896,-1166,-270
6024,-2655,-4725,-2070,3690,-291,-3398,-441,1335,1226,394,-244,-1445,-897,-1174,-260
6025,-2661,-4736,-2075,3699,-292,-3406,-444,1311,1193,359,-267,-1458,-893,-1189,-250
6026,-2659,-4746,-2087,3702,-285,-3416,-444,1292,1161,327,-285,-1464,-887,-1195,-240
6027,-2666,-4765,-2100,3715,-282,-3433,-449,1263,1125,292,-306,-1476,-882,-1205,-232
6028,-2681,-4779,-2099,3730,-290,-3439,-453,1240,1093,262,-327,-1487,-879,-1230,-220
6029,-2706,-4795,-2089,3751,-307,-3442,-450,1223,1067,237,-346,-1499,-882,-1242,-212
6030,-2714,-4807,-2093,3760,-310,-3450,-455,1202,1036,204,-367,-1515,-883,-1244,-204
6031,-2713,-4812,-2099,3762,-306,-3456,-456,1183,1009,174,-389,-1525,-884,-1251,-194
6032,-2721,-4824,-2103,3773,-308,-3464,-453,1167,986,149,-406,-1535,-883,-1264,-187
6033,-2721,-4833,-2112,3777,-303,-3473,-460,1149,960,123,-422,-1541,-877,-1266,-178
6034,-2724,-4841,-2117,3783,-302,-3479,-465,1129,937,99,-436,-1547,-876,-1268,-173
6035,-2736,-4853,-2117,3794,-308,-3485,-469,1115,912,76,-455,-1559,-879,-1277,-168
6036,-2735,-4861,-2127,3798,-303,-3494,-468,1102,893,54,-468,-1566,-877,-1289,-159
6037,-2739,-4873,-2134,3807,-302,-3504,-463,1089,876,35,-480,-1573,-882,-1306,-155
6038,-2753,-4883,-2130,3818,-310,-3507,-462,1077,856,16,-493,-1584,-886,-1315,-152
6039,-2756,-4884,-2129,3820,-312,-3506,-465,1065,841,-1,-505,-1593,-882,-1307,-149
6040,-2756,-4888,-2132,3822,-311,-3510,-466,1055,825,-15,-511,-1596,-876,-1305,-145
6041,-2768,-4899,-2131,3834,-318,-3515,-467,1044,808,-34,-525,-1604,-875,-1310,-141
6042,-2769,-4901,-2132,3835,-317,-3516,-479,1032,791,-50,-544,-1613,-875,-1317,-138
6043,-2778,-4915,-2137,3846,-319,-3526,-486,1016,770,-70,-557,-1623,-872,-1323,-135
6044,-2792,-4932,-2139,3862,-325,-3536,-482,1006,754,-87,-568,-1627,-867,-1317,-131
6045,-2781,-4930,-2148,3855,-316,-3539,-476,1001,745,-95,-573,-1629,-868,-1327,-124
6046,-2787,-4936,-2149,3861,-318,-3543,-477,998,740,-103,-577,-1630,-865,-1339,-118
6047,-2778,-4934,-2157,3856,-309,-3546,-480,995,735,-107,-579,-1627,-860,-1338,-115
6048,-2777,-4943,-2166,3860,-304,-3555,-475,987,723,-120,-591,-1639,-868,-1351,-113
6049,-2791,-4951,-2160,3871,-315,-3555,-477,980,711,-135,-602,-1647,-870,-1360,-108
6050,-2787,-4947,-2160,3867,-312,-3553,-475,975,703,-141,-600,-1641,-862,-1357,-107
6051,-2802,-4961,-2159,3881,-320,-3560,-476,970,695,-147,-602,-1644,-859,-1357,-106
6052,-2815,-4970,-2155,3892,-329,-3563,-476,964,687,-156,-610,-1653,-861,-1363,-104
6053,-2809,-4973,-2164,3891,-322,-3568,-477,957,679,-165,-619,-1658,-862,-1363,-103
6054,-2797,-4971,-2173,3884,-311,-3572,-479,951,672,-171,-622,-1659,-858,-1370,-98
6055,-2809,-4979,-2169,3894,-319,-3574,-481,947,666,-178,-627,-1663,-858,-1378,-98
6056,-2810,-4976,-2166,3893,-321,-3571,-478,945,663,-182,-630,-1663,-861,-1362,-100
6057,-2789,-4963,-2174,3876,-307,-3569,-471,949,664,-179,-627,-1659,-860,-1365,-97
6058,-2800,-4969,-2169,3885,-314,-3569,-473,945,658,-186,-634,-1662,-863,-1368,-97
6059,-2807,-4972,-2165,3890,-320,-3569,-472,940,653,-193,-637,-1662,-862,-1371,-94
6060,-2798,-4973,-2176,3886,-310,-3575,-474,943,656,-192,-636,-1660,-863,-1380,-92
6061,-2802,-4974,-2173,3888,-313,-3573,-473,942,655,-194,-640,-1665,-865,-1379,-89
6062,-2811,-4981,-2168,3896,-320,-3575,-467,945,657,-191,-643,-1662,-862,-1386,-86
6063,-2802,-4981,-2178,3892,-311,-3580,-468,945,658,-189,-644,-1664,-862,-1385,-84
6064,-2803,-4978,-2175,3890,-313,-3576,-463,944,654,-193,-642,-1667,-862,-1383,-84
6065,-2799,-4973,-2174,3886,-311,-3574,-466,943,656,-195,-637,-1662,-858,-1375,-86
6066,-2790,-4973,-2183,3882,-303,-3578,-475,937,653,-198,-639,-1667,-859,-1376,-86
6067,-2805,-4983,-2177,3894,-313,-3580,-473,939,650,-197,-642,-1672,-864,-1391,-89
6068,-2802,-4979,-2176,3890,-312,-3577,-469,942,654,-195,-637,-1668,-861,-1382,-91
6069,-2799,-4976,-2177,3888,-310,-3576,-475,942,653,-194,-636,-1664,-855,-1368,-87
6070,-2809,-4986,-2177,3898,-315,-3581,-478,937,647,-199,-643,-1670,-857,-1376,-88
6071,-2814,-4993,-2179,3904,-316,-3586,-483,929,638,-211,-652,-1680,-862,-1391,-84
6072,-2814,-4991,-2177,3903,-317,-3584,-487,929,635,-213,-655,-1678,-862,-1390,-80
6073,-2825,-4999,-2173,3912,-325,-3586,-480,929,636,-213,-658,-1680,-867,-1395,-86
6074,-2838,-5010,-2172,3924,-332,-3591,-479,930,634,-217,-660,-1684,-870,-1408,-87
6075,-2830,-5005,-2175,3917,-326,-3590,-477,929,633,-215,-656,-1682,-868,-1403,-90
6076,-2826,-5009,-2183,3917,-321,-3596,-478,926,632,-215,-654,-1680,-864,-1392,-94
6077,-2829,-5020,-2191,3924,-318,-3605,-485,920,625,-224,-663,-1688,-867,-1392,-94
6078,-2823,-5023,-2200,3923,-311,-3611,-488,919,623,-223,-663,-1687,-866,-1408,-96
6079,-2814,-5013,-2199,3914,-306,-3606,-483,925,631,-217,-652,-1673,-860,-1406,-95
6080,-2820,-5013,-2192,3917,-313,-3602,-485,916,626,-220,-655,-1675,-860,-1388,-94
6081,-2819,-5013,-2194,3916,-311,-3603,-489,913,623,-225,-656,-1677,-858,-1388,-94
6082,-2822,-5009,-2187,3915,-317,-3598,-483,919,627,-225,-654,-1678,-860,-1394,-92
6083,-2830,-5012,-2183,3922,-323,-3598,-488,917,625,-225,-656,-1681,-861,-1399,-89
6084,-2826,-5015,-2188,3921,-318,-3602,-490,912,625,-226,-659,-1680,-859,-1409,-88
6085,-2847,-5021,-2173,3934,-336,-3597,-485,911,620,-230,-666,-1684,-860,-1413,-89
6086,-2848,-5015,-2167,3931,-339,-3591,-480,915,621,-229,-667,-1685,-861,-1408,-88
6087,-2826,-5003,-2177,3915,-323,-3590,-484,920,626,-225,-664,-1682,-859,-1403,-86
6088,-2816,-4996,-2181,3906,-316,-3589,-477,923,630,-225,-662,-1676,-854,-1401,-84
6089,-2816,-4995,-2179,3906,-318,-3587,-466,926,633,-222,-659,-1674,-858,-1394,-90
6090,-2818,-4997,-2178,3908,-319,-3588,-464,929,635,-221,-659,-1676,-863,-1390,-91
6091,-2813,-4990,-2177,3901,-317,-3583,-470,930,638,-221,-661,-1677,-863,-1391,-87
6092,-2817,-4989,-2172,3903,-322,-3580,-474,929,637,-219,-659,-1676,-861,-1394,-89
6093,-2822,-4990,-2168,3906,-326,-3579,-472,926,633,-221,-659,-1677,-862,-1395,-88
6094,-2816,-4985,-2168,3901,-323,-3577,-476,924,632,-224,-665,-1683,-864,-1390,-87
6095,-2812,-4986,-2174,3899,-318,-3580,-476,924,631,-224,-666,-1688,-864,-1395,-87
6096,-2805,-4988,-2181,3896,-311,-3585,-481,924,633,-223,-663,-1684,-857,-1394,-85
6097,-2804,-4986,-2180,3895,-311,-3583,-478,927,638,-220,-661,-1680,-857,-1386,-90
6098,-2813,-4997,-2184,3905,-313,-3591,-485,920,629,-226,-664,-1685,-859,-1401,-92
6099,-2819,-5006,-2187,3913,-315,-3596,-498,914,624,-228,-668,-1688,-856,-1417,-88
6100,-2824,-5003,-2179,3913,-321,-3591,-486,920,629,-223,-663,-1685,-861,-1411,-93
6101,-2827,-5005,-2178,3916,-324,-3592,-477,926,632,-220,-660,-1680,-864,-1406,-96
6102,-2837,-5005,-2168,3921,-333,-3587,-473,933,640,-215,-660,-1676,-865,-1391,-100
6103,-2843,-5009,-2167,3926,-337,-3588,-471,938,643,-214,-661,-1678,-867,-1391,-102
6104,-2840,-5011,-2172,3926,-333,-3592,-471,936,641,-215,-666,-1681,-871,-1407,-98
6105,-2840,-5011,-2171,3926,-334,-3591,-472,933,634,-221,-668,-1681,-869,-1405,-96
6106,-2827,-5011,-2184,3919,-320,-3598,-476,932,637,-221,-666,-1680,-864,-1409,-96
6107,-2820,-5012,-2192,3916,-313,-3602,-478,934,645,-217,-662,-1676,-861,-1408,-96
6108,-2823,-5014,-2190,3918,-316,-3602,-478,937,640,-218,-662,-1676,-857,-1405,-96
6109,-2823,-5016,-2192,3920,-315,-3604,-480,934,634,-223,-666,-1677,-857,-1410,-97
6110,-2827,-5018,-2191,3923,-317,-3604,-480,931,633,-227,-666,-1676,-856,-1409,-95
6111,-2822,-5016,-2195,3919,-313,-3606,-479,936,637,-223,-661,-1673,-856,-1406,-92
6112,-2821,-5016,-2195,3919,-312,-3605,-474,937,638,-220,-660,-1672,-856,-1418,-89
6113,-2833,-5017,-2184,3925,-323,-3600,-480,935,634,-220,-659,-1673,-854,-1415,-88
6114,-2825,-5017,-2192,3921,-315,-3605,-488,933,634,-222,-656,-1672,-850,-1401,-89
6115,-2813,-5014,-2201,3914,-305,-3608,-483,934,637,-224,-656,-1670,-850,-1407,-90
6116,-2813,-5010,-2198,3912,-306,-3604,-481,938,639,-222,-658,-1673,-855,-1398,-92
6117,-2817,-5012,-2195,3915,-311,-3603,-479,938,637,-222,-665,-1678,-859,-1397,-93
6118,-2819,-5017,-2197,3918,-310,-3607,-480,934,633,-228,-669,-1683,-860,-1411,-93
6119,-2801,-5009,-2208,3905,-295,-3609,-484,935,633,-230,-669,-1680,-855,-1413,-89
6120,-2795,-5000,-2205,3897,-294,-3603,-483,936,635,-228,-667,-1677,-853,-1404,-88
6121,-2802,-4999,-2197,3901,-302,-3598,-484,935,634,-229,-669,-1682,-856,-1404,-87
6122,-2817,-5005,-2188,3911,-313,-3597,-474,939,636,-224,-668,-1681,-855,-1405,-87
6123,-2828,-5005,-2177,3916,-324,-3591,-466,942,640,-220,-660,-1676,-855,-1394,-91
6124,-2819,-5002,-2183,3911,-317,-3592,-478,939,636,-224,-661,-1681,-857,-1397,-89
6125,-2817,-4997,-2180,3907,-318,-3589,-492,933,631,-228,-668,-1689,-858,-1400,-89
6126,-2824,-4986,-2162,3905,-330,-3574,-484,933,630,-229,-668,-1691,-860,-1392,-89
6127,-2833,-4989,-2156,3911,-337,-3573,-479,935,630,-227,-666,-1690,-861,-1391,-89
6128,-2824,-4986,-2162,3906,-330,-3574,-489,930,625,-230,-667,-1689,-857,-1392,-86
6129,-2811,-4981,-2169,3896,-320,-3575,-494,926,623,-235,-673,-1690,-858,-1379,-82
6130,-2815,-4982,-2167,3899,-323,-3575,-500,925,622,-238,-680,-1694,-860,-1380,-84
6131,-2820,-4986,-2165,3903,-327,-3576,-502,921,618,-244,-689,-1702,-865,-1381,-84
6132,-2827,-4988,-2161,3908,-332,-3575,-496,918,612,-250,-700,-1710,-875,-1371,-87
6133,-2820,-4983,-2163,3901,-327,-3573,-495,919,613,-248,-697,-1707,-874,-1383,-90
6134,-2799,-4974,-2176,3887,-310,-3575,-500,922,616,-242,-690,-1698,-867,-1378,-89
6135,-2806,-4974,-2168,3890,-318,-3571,-497,926,621,-234,-678,-1692,-868,-1376,-90
6136,-2843,-4988,-2144,3915,-348,-3566,-489,926,623,-230,-672,-1687,-868,-1380,-92
6137,-2857,-4998,-2141,3928,-357,-3570,-494,914,610,-245,-685,-1688,-866,-1374,-90
6138,-2839,-4998,-2158,3918,-339,-3578,-501,911,605,-252,-691,-1694,-865,-1387,-84
6139,-2838,-4998,-2161,3918,-338,-3579,-497,918,612,-244,-686,-1691,-863,-1392,-85
6140,-2847,-5008,-2161,3928,-342,-3585,-496,915,609,-246,-686,-1691,-864,-1400,-83
6141,-2844,-5006,-2162,3926,-340,-3584,-494,911,606,-251,-687,-1690,-863,-1398,-83
6142,-2847,-5005,-2159,3926,-343,-3582,-500,909,604,-250,-687,-1691,-859,-1387,-92
6143,-2853,-5010,-2158,3932,-346,-3584,-504,910,607,-244,-684,-1689,-857,-1387,-91
6144,-2855,-5008,-2154,3932,-350,-3581,-497,910,607,-241,-683,-1690,-857,-1387,-86
6145,-2863,-5014,-2152,3938,-354,-3583,-500,910,603,-244,-686,-1692,-856,-1390,-81
6146,-2864,-5019,-2155,3941,-353,-3587,-501,909,604,-245,-684,-1687,-854,-1382,-84
6147,-2866,-5022,-2156,3944,-354,-3589,-505,903,597,-247,-688,-1695,-854,-1385,-87
6148,-2861,-5023,-2162,3942,-349,-3592,-514,898,593,-248,-687,-1693,-849,-1389,-86
6149,-2859,-5027,-2168,3943,-344,-3598,-516,897,595,-249,-683,-1690,-845,-1392,-88
6150,-2877,-5043,-2166,3960,-355,-3604,-518,898,592,-248,-685,-1695,-848,-1405,-90
6151,-2881,-5044,-2162,3963,-359,-3603,-521,895,590,-249,-684,-1696,-848,-1393,-88
6152,-2883,-5048,-2165,3965,-358,-3606,-516,895,591,-252,-685,-1696,-847,-1382,-89
6153,-2879,-5052,-2173,3965,-352,-3612,-519,894,590,-254,-683,-1693,-844,-1381,-89
6154,-2870,-5050,-2180,3960,-344,-3615,-523,891,589,-255,-681,-1692,-840,-1391,-85
6155,-2865,-5054,-2188,3959,-337,-3621,-526,890,585,-254,-680,-1689,-834,-1397,-84
6156,-2863,-5051,-2188,3957,-336,-3620,-521,889,583,-257,-681,-1689,-836,-1391,-81
6157,-2876,-5052,-2177,3964,-348,-3615,-517,888,582,-263,-688,-1694,-841,-1393,-77
6158,-2878,-5056,-2178,3967,-349,-3617,-532,884,577,-265,-691,-1693,-838,-1392,-76
6159,-2880,-5057,-2177,3968,-350,-3617,-532,886,578,-269,-692,-1695,-840,-1401,-76
6160,-2882,-5055,-2173,3968,-353,-3614,-529,883,580,-270,-692,-1698,-843,-1399,-78
6161,-2861,-5049,-2188,3955,-336,-3618,-534,880,576,-270,-693,-1698,-840,-1398,-76
6162,-2848,-5047,-2198,3948,-324,-3623,-534,881,574,-270,-691,-1694,-837,-1403,-72
6163,-2856,-5044,-2188,3950,-333,-3616,-529,882,577,-269,-690,-1692,-836,-1404,-73
6164,-2864,-5037,-2173,3950,-345,-3605,-524,885,578,-269,-686,-1688,-836,-1390,-78
6165,-2876,-5039,-2164,3958,-355,-3602,-524,883,574,-270,-687,-1688,-836,-1384,-75
6166,-2876,-5040,-2164,3958,-355,-3602,-525,880,573,-274,-693,-1692,-836,-1395,-72
6167,-2867,-5033,-2166,3950,-349,-3599,-526,880,572,-274,-694,-1691,-837,-1388,-71
6168,-2860,-5032,-2172,3946,-343,-3602,-534,875,568,-276,-694,-1690,-830,-1391,-66
6169,-2856,-5033,-2177,3944,-338,-3605,-542,871,565,-280,-696,-1690,-825,-1396,-60
6170,-2859,-5030,-2171,3945,-343,-3600,-545,868,561,-284,-702,-1694,-827,-1395,-59
6171,-2865,-5029,-2164,3948,-350,-3597,-548,867,562,-284,-698,-1694,-827,-1392,-61
6172,-2875,-5033,-2159,3954,-357,-3596,-543,869,563,-282,-696,-1691,-827,-1383,-63
6173,-2880,-5036,-2156,3958,-361,-3596,-546,866,559,-284,-698,-1691,-825,-1387,-61
6174,-2873,-5037,-2164,3955,-353,-3600,-550,866,556,-284,-699,-1692,-824,-1398,-59
6175,-2870,-5042,-2171,3956,-348,-3607,-554,866,558,-285,-701,-1686,-819,-1397,-60
6176,-2872,-5042,-2170,3957,-350,-3606,-553,868,560,-280,-696,-1680,-819,-1390,-63
6177,-2856,-5038,-2182,3947,-336,-3610,-538,871,562,-280,-693,-1678,-822,-1402,-60
6178,-2850,-5038,-2188,3944,-330,-3613,-537,867,557,-281,-692,-1676,-818,-1411,-56
6179,-2856,-5037,-2181,3947,-336,-3609,-544,865,556,-281,-698,-1682,-822,-1406,-59
6180,-2850,-5033,-2183,3942,-333,-3608,-545,866,557,-284,-701,-1686,-827,-1403,-62
6181,-2846,-5028,-2183,3937,-331,-3605,-544,868,559,-282,-700,-1687,-827,-1414,-63
6182,-2852,-5036,-2184,3944,-333,-3610,-544,866,559,-284,-704,-1689,-829,-1426,-61
6183,-2853,-5036,-2184,3944,-333,-3610,-551,862,552,-289,-708,-1691,-826,-1416,-59
6184,-2845,-5025,-2180,3935,-332,-3603,-552,860,552,-288,-707,-1689,-825,-1406,-60
6185,-2846,-5026,-2179,3937,-333,-3602,-556,859,550,-289,-707,-1690,-826,-1403,-58
6186,-2860,-5031,-2172,3945,-343,-3602,-556,858,550,-288,-707,-1692,-827,-1394,-61
6187,-2861,-5035,-2174,3948,-342,-3604,-558,853,546,-290,-709,-1693,-831,-1392,-64
6188,-2852,-5038,-2186,3945,-332,-3612,-560,850,542,-294,-712,-1694,-829,-1391,-58
6189,-2863,-5040,-2178,3952,-342,-3609,-558,852,543,-296,-716,-1697,-832,-1393,-59
6190,-2871,-5042,-2170,3957,-350,-3606,-562,847,536,-302,-724,-1700,-832,-1396,-57
6191,-2870,-5046,-2175,3958,-346,-3611,-567,840,528,-309,-730,-1707,-833,-1399,-55
6192,-2868,-5044,-2176,3956,-345,-3610,-561,842,530,-307,-729,-1708,-838,-1406,-57
6193,-2863,-5040,-2178,3951,-341,-3609,-561,843,532,-304,-727,-1708,-837,-1398,-57
6194,-2877,-5049,-2172,3963,-351,-3610,-564,836,523,-314,-738,-1718,-843,-1382,-59
6195,-2878,-5049,-2171,3964,-353,-3610,-564,833,519,-320,-744,-1721,-843,-1373,-55
6196,-2867,-5038,-2171,3953,-347,-3605,-567,834,520,-320,-744,-1721,-844,-1381,-54
6197,-2873,-5042,-2169,3957,-351,-3606,-568,831,515,-326,-746,-1726,-845,-1391,-56
6198,-2882,-5053,-2172,3968,-354,-3613,-572,828,513,-327,-746,-1726,-844,-1395,-60
6199,-2889,-5059,-2170,3974,-359,-3615,-575,830,514,-326,-745,-1725,-847,-1393,-65
6200,-2889,-5062,-2173,3976,-357,-3618,-576,827,511,-328,-745,-1726,-845,-1395,-63
6201,-2896,-5063,-2168,3980,-363,-3616,-574,826,511,-327,-745,-1723,-842,-1395,-60
6202,-2895,-5062,-2167,3978,-363,-3615,-572,827,510,-328,-743,-1721,-843,-1390,-61
6203,-2892,-5063,-2170,3977,-360,-3617,-570,827,510,-328,-737,-1717,-841,-1389,-62
6204,-2898,-5068,-2169,3983,-364,-3619,-570,826,507,-327,-735,-1712,-836,-1393,-62
6205,-2902,-5073,-2170,3988,-365,-3622,-581,819,501,-334,-739,-1715,-834,-1401,-61
6206,-2901,-5071,-2170,3986,-365,-3620,-580,817,500,-335,-734,-1712,-828,-1400,-57
6207,-2891,-5061,-2171,3976,-359,-3616,-577,820,502,-331,-729,-1707,-825,-1395,-54
6208,-2889,-5059,-2170,3974,-359,-3615,-580,814,497,-337,-736,-1715,-826,-1387,-58
6209,-2888,-5061,-2173,3975,-357,-3617,-584,810,493,-341,-736,-1719,-824,-1387,-57
6210,-2894,-5067,-2173,3980,-360,-3620,-587,810,494,-341,-739,-1722,-829,-1395,-56
6211,-2900,-5073,-2174,3987,-362,-3624,-586,808,492,-340,-742,-1725,-832,-1394,-56
6212,-2893,-5064,-2171,3979,-360,-3617,-579,810,493,-338,-737,-1721,-830,-1391,-56
6213,-2895,-5062,-2167,3979,-363,-3615,-577,810,493,-340,-732,-1721,-832,-1392,-58
6214,-2888,-5065,-2177,3976,-354,-3621,-582,806,491,-341,-733,-1723,-834,-1398,-56
6215,-2885,-5067,-2182,3976,-351,-3624,-579,808,490,-340,-730,-1721,-829,-1397,-54
6216,-2892,-5073,-2180,3982,-355,-3626,-578,807,490,-338,-729,-1719,-827,-1397,-55
6217,-2897,-5079,-2182,3988,-356,-3631,-580,804,491,-340,-727,-1716,-824,-1402,-54
6218,-2897,-5081,-2183,3989,-356,-3632,-579,805,491,-339,-724,-1712,-819,-1401,-54
6219,-2893,-5073,-2180,3983,-355,-3626,-578,804,490,-337,-727,-1712,-822,-1390,-54
6220,-2892,-5080,-2189,3986,-350,-3635,-577,802,487,-342,-731,-1717,-826,-1398,-48
6221,-2893,-5087,-2195,3990,-348,-3641,-580,802,486,-342,-732,-1715,-824,-1407,-51
6222,-2889,-5079,-2189,3984,-349,-3634,-579,802,485,-343,-730,-1711,-821,-1394,-55
6223,-2901,-5088,-2187,3995,-356,-3638,-580,799,479,-349,-739,-1718,-820,-1391,-52
6224,-2914,-5097,-2183,4006,-364,-3640,-583,794,472,-354,-743,-1724,-821,-1399,-53
6225,-2901,-5088,-2187,3994,-356,-3637,-580,794,476,-352,-736,-1721,-818,-1400,-52
6226,-2899,-5085,-2186,3992,-356,-3635,-579,797,479,-350,-738,-1713,-813,-1391,-50
6227,-2902,-5082,-2181,3992,-359,-3632,-579,794,477,-351,-744,-1716,-817,-1387,-52
6228,-2889,-5077,-2188,3982,-349,-3633,-586,793,475,-353,-747,-1718,-814,-1389,-47
6229,-2878,-5069,-2191,3973,-342,-3630,-590,791,472,-352,-745,-1713,-807,-1393,-44
6230,-2885,-5070,-2186,3978,-349,-3628,-581,795,480,-347,-738,-1711,-808,-1392,-48
6231,-2894,-5080,-2186,3987,-353,-3633,-586,789,475,-352,-740,-1716,-811,-1386,-48
6232,-2895,-5081,-2186,3988,-353,-3633,-589,786,470,-356,-745,-1722,-816,-1399,-46
6233,-2882,-5070,-2188,3976,-346,-3629,-580,794,481,-347,-741,-1716,-821,-1396,-49
6234,-2878,-5063,-2185,3971,-345,-3624,-581,791,476,-348,-739,-1715,-821,-1391,-50
6235,-2899,-5067,-2167,3983,-365,-3617,-575,791,471,-354,-743,-1727,-823,-1393,-48
6236,-2904,-5063,-2160,3983,-371,-3611,-577,792,474,-353,-746,-1736,-822,-1383,-44
6237,-2904,-5062,-2158,3983,-372,-3610,-577,793,471,-356,-746,-1736,-823,-1380,-48
6238,-2902,-5052,-2150,3977,-375,-3601,-570,795,478,-355,-746,-1733,-828,-1375,-53
6239,-2897,-5045,-2148,3971,-374,-3596,-569,793,478,-355,-748,-1735,-830,-1367,-54
6240,-2897,-5045,-2147,3971,-374,-3596,-570,789,472,-358,-749,-1737,-830,-1355,-58
6241,-2889,-5039,-2150,3964,-369,-3595,-576,785,470,-360,-747,-1733,-822,-1356,-57
6242,-2886,-5036,-2150,3961,-367,-3593,-580,781,464,-367,-753,-1735,-821,-1373,-53
6243,-2894,-5037,-2143,3966,-375,-3590,-574,778,459,-371,-759,-1737,-824,-1379,-52
6244,-2897,-5043,-2147,3970,-374,-3595,-573,777,457,-371,-757,-1736,-825,-1373,-51
6245,-2893,-5046,-2153,3969,-369,-3600,-573,779,458,-371,-757,-1738,-827,-1370,-50
6246,-2885,-5046,-2161,3966,-361,-3604,-571,783,464,-366,-750,-1732,-822,-1378,-48
6247,-2892,-5053,-2162,3973,-364,-3608,-573,781,462,-370,-750,-1733,-819,-1386,-46
6248,-2887,-5055,-2169,3971,-358,-3612,-575,776,458,-373,-752,-1737,-821,-1376,-49
6249,-2877,-5058,-2182,3968,-347,-3620,-575,777,459,-370,-751,-1737,-821,-1372,-49
6250,-2896,-5064,-2169,3980,-362,-3617,-562,778,456,-374,-759,-1745,-829,-1382,-49
6251,-2894,-5058,-2163,3976,-364,-3610,-561,779,458,-372,-753,-1745,-828,-1380,-49
6252,-2884,-5054,-2170,3969,-356,-3613,-571,777,457,-372,-749,-1740,-820,-1379,-47
6253,-2873,-5056,-2184,3965,-344,-3620,-564,777,457,-370,-747,-1734,-815,-1376,-50
6254,-2877,-5065,-2188,3971,-344,-3626,-565,778,458,-371,-746,-1732,-812,-1368,-53
6255,-2891,-5067,-2176,3979,-357,-3621,-570,773,453,-374,-751,-1736,-814,-1380,-49
6256,-2896,-5070,-2174,3983,-359,-3622,-572,771,451,-377,-758,-1745,-820,-1399,-47
6257,-2896,-5078,-2182,3987,-356,-3630,-574,769,448,-378,-757,-1745,-816,-1400,-47
6258,-2906,-5082,-2176,3993,-364,-3629,-574,772,450,-371,-748,-1732,-806,-1392,-44
6259,-2912,-5080,-2168,3995,-371,-3623,-566,777,456,-365,-740,-1723,-805,-1379,-46
6260,-2899,-5070,-2171,3984,-363,-3620,-569,780,461,-356,-729,-1713,-797,-1380,-44
6261,-2910,-5079,-2169,3994,-369,-3624,-572,781,463,-355,-729,-1716,-799,-1397,-43
6262,-2919,-5083,-2164,4001,-376,-3623,-571,778,459,-363,-738,-1727,-810,-1391,-48
6263,-2907,-5075,-2167,3991,-369,-3621,-569,775,453,-367,-740,-1730,-811,-1384,-47
6264,-2903,-5073,-2171,3988,-365,-3622,-572,770,451,-371,-742,-1730,-804,-1381,-42
6265,-2903,-5073,-2170,3988,-365,-3622,-573,772,450,-368,-740,-1725,-799,-1383,-40
6266,-2909,-5081,-2172,3995,-367,-3627,-569,773,452,-365,-736,-1723,-802,-1383,-46
6267,-2907,-5080,-2173,3993,-366,-3627,-576,770,452,-369,-738,-1728,-803,-1371,-48
6268,-2906,-5083,-2177,3995,-363,-3630,-570,770,448,-371,-740,-1732,-803,-1376,-49
6269,-2921,-5094,-2174,4007,-372,-3634,-569,766,444,-374,-743,-1734,-802,-1389,-50
6270,-2908,-5089,-2181,3998,-362,-3635,-574,767,446,-373,-743,-1735,-803,-1403,-48
6271,-2900,-5085,-2185,3993,-357,-3635,-571,770,449,-372,-741,-1731,-805,-1397,-47
6272,-2913,-5086,-2173,3999,-369,-3629,-568,775,453,-370,-742,-1731,-807,-1382,-48
6273,-2907,-5081,-2174,3994,-366,-3627,-569,773,454,-368,-740,-1728,-802,-1371,-49
6274,-2900,-5077,-2177,3989,-361,-3627,-569,770,451,-372,-740,-1724,-800,-1373,-48
6275,-2887,-5071,-2184,3979,-351,-3628,-569,771,451,-370,-742,-1729,-804,-1386,-48
6276,-2883,-5068,-2185,3975,-348,-3626,-573,770,452,-373,-746,-1733,-804,-1383,-44
6277,-2892,-5068,-2176,3980,-357,-3622,-574,769,451,-378,-750,-1734,-808,-1378,-46
6278,-2903,-5073,-2170,3988,-366,-3621,-573,764,445,-380,-754,-1735,-810,-1381,-47
6279,-2901,-5073,-2171,3987,-364,-3622,-571,764,443,-380,-754,-1735,-809,-1382,-44
6280,-2891,-5068,-2178,3980,-356,-3623,-576,764,444,-381,-757,-1734,-805,-1380,-41
6281,-2889,-5067,-2177,3978,-355,-3622,-583,760,444,-384,-758,-1733,-801,-1376,-37
6282,-2898,-5070,-2172,3984,-361,-3622,-582,761,443,-386,-761,-1737,-802,-1376,-35
6283,-2901,-5070,-2169,3986,-365,-3620,-578,764,441,-385,-763,-1739,-804,-1379,-36
6284,-2896,-5069,-2172,3982,-361,-3620,-578,761,441,-386,-762,-1739,-805,-1373,-38
6285,-2899,-5071,-2172,3985,-363,-3621,-577,758,438,-388,-765,-1741,-807,-1371,-35
6286,-2901,-5071,-2170,3986,-364,-3620,-581,755,436,-390,-765,-1740,-804,-1376,-33
